Valid date,Valid time,Time zone,Record sequence,Data type,Primary,Reporting area,State code,Parameter name,AQI value,AQI category,Forecast,Source
06/09/23,,PDT,1,F,Y,E San Fernando Vly,CA,OZONE,44,Good,South Coast AQMD,
06/07/23,,PDT,-1,Y,Y,E San Gabriel Vly,CA,OZONE,41,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,E San Gabriel Vly,CA,PM2.5,45,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,E San Gabriel Vly,CA,OZONE,48,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,E San Gabriel Vly,CA,OZONE,46,Good,South Coast AQMD,
06/08/23,13:00,ADT,0,O,Y,Eagle River,AK,PM10,20,Good,State of Alaska DEC,
06/07/23,,CDT,-1,Y,Y,East Central Minnesota,MN,PM2.5,35,Good,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,East Central Minnesota,MN,OZONE,34,Good,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,East Central Minnesota,MN,PM2.5,55,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,East Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,East Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/08/23,,PDT,1,F,Y,East Riverside CO,CA,OZONE,54,Moderate,South Coast AQMD,
06/09/23,,PDT,1,F,Y,East Riverside CO,CA,OZONE,58,Moderate,South Coast AQMD,
06/07/23,,EDT,-1,Y,Y,Eastern Interior,ME,OZONE,17,Good,Maine Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Eastern Interior,ME,PM2.5,5,Good,Maine Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Eastern Interior,ME,PM2.5,,Moderate,Maine Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Eastern Interior,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Eastern Interior,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Eastern Interior,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/12/23,,EDT,4,F,Y,Eastern Interior,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/13/23,,EDT,5,F,Y,Eastern Interior,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Eastern Lake Ontario Region,NY,PM2.5,167,Unhealthy,New York Dept. of Environmental Conservation,
06/08/23,17:00,EDT,0,O,Y,Eastern Lake Ontario Region,NY,PM2.5,60,Moderate,New York Dept. of Environmental Conservation,
06/08/23,,EDT,0,F,Y,Eastern Lake Ontario Region,NY,PM2.5,101,Unhealthy for Sensitive Groups,New York Dept. of Environmental Conservation,
06/09/23,,EDT,1,F,Y,Eastern Lake Ontario Region,NY,PM2.5,75,Moderate,New York Dept. of Environmental Conservation,
06/07/23,,EDT,-1,Y,Y,Eastern U.P.,MI,PM2.5,36,Good,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,17:00,EDT,0,O,Y,Eastern U.P.,MI,PM2.5,36,Good,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,,EDT,0,F,Y,Eastern U.P.,MI,PM2.5,,Moderate,"Michigan Department of Environment, Great Lakes, and Energy",
06/09/23,,EDT,1,F,Y,Eastern U.P.,MI,PM2.5,,Moderate,"Michigan Department of Environment, Great Lakes, and Energy",
06/07/23,,CDT,-1,Y,Y,Eau Claire County,WI,OZONE,44,Good,Wisconsin Dept. of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Eau Claire County,WI,OZONE,44,Good,Wisconsin Dept. of Natural Resources,
06/08/23,,CDT,1,F,Y,Eau Claire County,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/09/23,,CDT,2,F,Y,Eau Claire County,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/10/23,,CDT,3,F,Y,Eau Claire County,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/11/23,,CDT,4,F,Y,Eau Claire County,WI,OZONE,,Good,Wisconsin Dept. of Natural Resources,
06/07/23,,EDT,-1,Y,Y,Edgecombe County,NC,PM2.5,78,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Edgecombe County,NC,PM2.5,78,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Edgecombe County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Edgecombe County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Edgecombe County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Edgecombe County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,El Centro,CA,OZONE,93,Moderate,Imperial County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,El Centro,CA,OZONE,84,Moderate,Imperial County Air Pollution Control District,
06/08/23,,PDT,0,F,Y,El Centro,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/09/23,,PDT,1,F,Y,El Centro,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/10/23,,PDT,2,F,Y,El Centro,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/11/23,,PDT,3,F,Y,El Centro,CA,PM10,73,Moderate,Imperial County Air Pollution Control District,
06/12/23,,PDT,4,F,Y,El Centro,CA,OZONE,77,Moderate,Imperial County Air Pollution Control District,
06/13/23,,PDT,5,F,Y,El Centro,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/07/23,,CDT,-1,Y,Y,El Dorado Springs,MO,OZONE,105,Unhealthy for Sensitive Groups,Missouri Department of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,El Dorado Springs,MO,PM2.5,58,Moderate,Missouri Department of Natural Resources,
06/07/23,,CDT,-1,Y,Y,El Paso,TX,OZONE,54,Moderate,Texas Commission on Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,El Paso,TX,OZONE,61,Moderate,Texas Commission on Environmental Quality,
06/08/23,,CDT,0,F,Y,El Paso,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/09/23,,CDT,1,F,Y,El Paso,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/10/23,,CDT,2,F,Y,El Paso,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/11/23,,CDT,3,F,Y,El Paso,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Elizabethtown,KY,PM2.5,79,Moderate,Kentucky DEP,
06/08/23,17:00,EDT,0,O,Y,Elizabethtown,KY,PM2.5,87,Moderate,Kentucky DEP,
06/07/23,,PDT,-1,Y,Y,Elk Grove,CA,PM2.5,17,Good,Sacramento Metro. AQMD,
06/08/23,14:00,PDT,0,O,Y,Elk Grove,CA,OZONE,30,Good,Sacramento Metro. AQMD,
06/08/23,,PDT,0,F,Y,Elk Grove,CA,OZONE,48,Good,Sacramento Metro. AQMD,
06/09/23,,PDT,1,F,Y,Elk Grove,CA,OZONE,47,Good,Sacramento Metro. AQMD,
06/10/23,,PDT,2,F,Y,Elk Grove,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/11/23,,PDT,3,F,Y,Elk Grove,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/12/23,,PDT,4,F,Y,Elk Grove,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/13/23,,PDT,5,F,Y,Elk Grove,CA,OZONE,46,Good,Sacramento Metro. AQMD,
06/07/23,,PDT,-1,Y,Y,Elko,NV,PM10,13,Good,Nevada Division of Environmental Protection,
06/08/23,14:00,PDT,0,O,Y,Elko,NV,PM10,11,Good,Nevada Division of Environmental Protection,
06/08/23,,PDT,0,F,Y,Elko,NV,PM2.5,,Good,Nevada Division of Environmental Protection,
06/09/23,,PDT,1,F,Y,Elko,NV,PM2.5,,Good,Nevada Division of Environmental Protection,
06/10/23,,PDT,2,F,Y,Elko,NV,PM2.5,,Good,Nevada Division of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Ellensburg,WA,PM2.5,28,Good,Washington Department of Ecology,
06/08/23,14:00,PDT,0,O,Y,Ellensburg,WA,PM2.5,50,Good,Washington Department of Ecology,
06/08/23,,PDT,0,F,Y,Ellensburg,WA,PM2.5,,Good,Washington Department of Ecology,
06/09/23,,PDT,1,F,Y,Ellensburg,WA,PM2.5,,Good,Washington Department of Ecology,
06/10/23,,PDT,2,F,Y,Ellensburg,WA,PM2.5,,Good,Washington Department of Ecology,
06/11/23,,PDT,3,F,Y,Ellensburg,WA,PM2.5,,Good,Washington Department of Ecology,
06/12/23,,PDT,4,F,Y,Ellensburg,WA,PM2.5,,Good,Washington Department of Ecology,
06/07/23,,MST,-1,Y,Y,Eloy,AZ,PM10,24,Good,Pinal County Air Quality Control District,
06/08/23,14:00,MST,0,O,Y,Eloy,AZ,PM10,16,Good,Pinal County Air Quality Control District,
06/08/23,,MST,0,F,Y,Eloy,AZ,OZONE,80,Moderate,Pinal County Air Quality Control District,
06/09/23,,MST,1,F,Y,Eloy,AZ,OZONE,90,Moderate,Pinal County Air Quality Control District,
06/10/23,,MST,2,F,Y,Eloy,AZ,PM10,60,Moderate,Pinal County Air Quality Control District,
06/11/23,,MST,3,F,Y,Eloy,AZ,PM10,55,Moderate,Pinal County Air Quality Control District,
06/12/23,,MST,4,F,Y,Eloy,AZ,OZONE,55,Moderate,Pinal County Air Quality Control District,
06/13/23,,MST,5,F,Y,Eloy,AZ,OZONE,70,Moderate,Pinal County Air Quality Control District,
06/08/23,,NPT,-1,Y,Y,Embassy Kathmandu,,PM2.5,99,Moderate,U.S. Department of State Nepal - Kathmandu,
06/09/23,2:00,NPT,0,O,Y,Embassy Kathmandu,,PM2.5,83,Moderate,U.S. Department of State Nepal - Kathmandu,
06/07/23,,MDT,-1,Y,Y,Enoch,UT,OZONE,54,Moderate,Utah Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Enoch,UT,OZONE,54,Moderate,Utah Department of Environmental Quality,
06/08/23,,MDT,0,F,Y,Enoch,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/09/23,,MDT,1,F,Y,Enoch,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/10/23,,MDT,2,F,Y,Enoch,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Enterprise,OR,PM2.5,21,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Enterprise,OR,PM2.5,20,Good,Oregon Dept. of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Erie,PA,PM2.5,100,Moderate,Pennsylvania Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Erie,PA,PM2.5,74,Moderate,Pennsylvania Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Erie,PA,PM2.5,140,Unhealthy for Sensitive Groups,Pennsylvania Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Erie,PA,PM2.5,144,Unhealthy for Sensitive Groups,Pennsylvania Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Erie,PA,PM2.5,84,Moderate,Pennsylvania Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Estacada,OR,PM2.5,18,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Estacada,OR,PM2.5,15,Good,Oregon Dept. of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Eugene and Springfield,OR,OZONE,30,Good,Lane Regional Air Protection Agency,
06/08/23,14:00,PDT,0,O,Y,Eugene and Springfield,OR,OZONE,26,Good,Lane Regional Air Protection Agency,
06/08/23,,PDT,0,F,Y,Eugene and Springfield,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/09/23,,PDT,1,F,Y,Eugene and Springfield,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/07/23,,PDT,-1,Y,Y,Eureka,CA,PM10,19,Good,North Coast Unified Air Quality Management District,
06/08/23,14:00,PDT,0,O,Y,Eureka,CA,PM10,4,Good,North Coast Unified Air Quality Management District,
06/07/23,,CDT,-1,Y,Y,Evansville,IN,PM2.5,92,Moderate,Evansville EPA - Vanderburgh County Health Dept.,
06/08/23,16:00,CDT,0,O,Y,Evansville,IN,OZONE,87,Moderate,Evansville EPA - Vanderburgh County Health Dept.,
06/08/23,,CDT,0,F,Y,Evansville,IN,PM2.5,,Unhealthy for Sensitive Groups,Evansville EPA - Vanderburgh County Health Dept.,
06/09/23,,CDT,1,F,Y,Evansville,IN,PM2.5,,Unhealthy for Sensitive Groups,Evansville EPA - Vanderburgh County Health Dept.,
06/07/23,,PDT,-1,Y,Y,Everett-Marysville-Lynnwood,WA,PM2.5,38,Good,Puget Sound Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Everett-Marysville-Lynnwood,WA,PM2.5,43,Good,Puget Sound Clean Air Agency,
06/08/23,,PDT,0,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/09/23,,PDT,1,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/10/23,,PDT,2,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/11/23,,PDT,3,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/12/23,,PDT,4,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/13/23,,PDT,5,F,Y,Everett-Marysville-Lynnwood,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/07/23,,ADT,-1,Y,Y,Fairbanks,AK,OZONE,36,Good,State of Alaska DEC,
06/08/23,13:00,ADT,0,O,Y,Fairbanks,AK,PM2.5,34,Good,State of Alaska DEC,
06/07/23,,PDT,-1,Y,Y,Fairfield,CA,OZONE,37,Good,San Francisco Bay Area AQMD,
06/08/23,14:00,PDT,0,O,Y,Fairfield,CA,OZONE,38,Good,San Francisco Bay Area AQMD,
06/08/23,,PDT,0,F,Y,Fairfield,CA,OZONE,39,Good,San Francisco Bay Area AQMD,
06/09/23,,PDT,1,F,Y,Fairfield,CA,OZONE,39,Good,San Francisco Bay Area AQMD,
06/10/23,,PDT,2,F,Y,Fairfield,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/11/23,,PDT,3,F,Y,Fairfield,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/12/23,,PDT,4,F,Y,Fairfield,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/13/23,,PDT,5,F,Y,Fairfield,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/07/23,,EDT,-1,Y,Y,Fairhaven,MA,OZONE,36,Good,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Fairhaven,MA,OZONE,38,Good,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Fairhaven,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Fairhaven,MA,PM2.5,,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Fall River,MA,PM2.5,103,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Fall River,MA,PM2.5,135,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Fall River,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Fall River,MA,PM2.5,,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Fallon,NV,OZONE,71,Moderate,Nevada Division of Environmental Protection,
06/08/23,14:00,PDT,0,O,Y,Fallon,NV,OZONE,51,Moderate,Nevada Division of Environmental Protection,
06/08/23,,PDT,0,F,Y,Fallon,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/09/23,,PDT,1,F,Y,Fallon,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/10/23,,PDT,2,F,Y,Fallon,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/07/23,,CST,-1,Y,Y,Fargo,ND,PM2.5,67,Moderate,North Dakota Department of Environmental Quality,
06/08/23,15:00,CST,0,O,Y,Fargo,ND,OZONE,67,Moderate,North Dakota Department of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Farrar,MO,OZONE,61,Moderate,Missouri Department of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Farrar,MO,OZONE,84,Moderate,Missouri Department of Natural Resources,
06/07/23,,PDT,-1,Y,Y,Fernley,NV,OZONE,77,Moderate,Nevada Division of Environmental Protection,
06/08/23,14:00,PDT,0,O,Y,Fernley,NV,OZONE,48,Good,Nevada Division of Environmental Protection,
06/08/23,,PDT,0,F,Y,Fernley,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/09/23,,PDT,1,F,Y,Fernley,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/10/23,,PDT,2,F,Y,Fernley,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/07/23,,MST,-1,Y,Y,Flagstaff,AZ,OZONE,87,Moderate,Arizona Department of Environmental Quality,
06/08/23,14:00,MST,0,O,Y,Flagstaff,AZ,OZONE,84,Moderate,Arizona Department of Environmental Quality,
06/08/23,,MST,0,F,Y,Flagstaff,AZ,OZONE,93,Moderate,Arizona Department of Environmental Quality,
06/09/23,,MST,1,F,Y,Flagstaff,AZ,OZONE,90,Moderate,Arizona Department of Environmental Quality,
06/10/23,,MST,2,F,Y,Flagstaff,AZ,OZONE,74,Moderate,Arizona Department of Environmental Quality,
06/11/23,,MST,3,F,Y,Flagstaff,AZ,OZONE,74,Moderate,Arizona Department of Environmental Quality,
06/12/23,,MST,4,F,Y,Flagstaff,AZ,OZONE,71,Moderate,Arizona Department of Environmental Quality,
06/07/23,,MDT,-1,Y,Y,Flathead Valley,MT,PM10,32,Good,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Flathead Valley,MT,PM10,135,Unhealthy for Sensitive Groups,Montana DEQ,
06/07/23,,EDT,-1,Y,Y,Flint,MI,PM2.5,117,Unhealthy for Sensitive Groups,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,17:00,EDT,0,O,Y,Flint,MI,PM2.5,58,Moderate,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,,EDT,0,F,Y,Flint,MI,PM2.5,,Unhealthy for Sensitive Groups,"Michigan Department of Environment, Great Lakes, and Energy",
06/09/23,,EDT,1,F,Y,Flint,MI,PM2.5,,Unhealthy for Sensitive Groups,"Michigan Department of Environment, Great Lakes, and Energy",
06/07/23,,PDT,-1,Y,Y,Florence,OR,PM2.5,18,Good,Lane Regional Air Protection Agency,
06/08/23,14:00,PDT,0,O,Y,Florence,OR,PM2.5,6,Good,Lane Regional Air Protection Agency,
06/08/23,,PDT,0,F,Y,Florence,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/09/23,,PDT,1,F,Y,Florence,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/07/23,,EDT,-1,Y,Y,Florence and Darlington,SC,OZONE,87,Moderate,South Carolina DHEC,
06/08/23,17:00,EDT,0,O,Y,Florence and Darlington,SC,PM2.5,90,Moderate,South Carolina DHEC,
06/08/23,,EDT,0,F,Y,Florence and Darlington,SC,OZONE,44,Good,South Carolina DHEC,
06/09/23,,EDT,1,F,Y,Florence and Darlington,SC,OZONE,54,Moderate,South Carolina DHEC,
06/07/23,,PDT,-1,Y,Y,Folsom,CA,OZONE,41,Good,Sacramento Metro. AQMD,
06/08/23,14:00,PDT,0,O,Y,Folsom,CA,PM2.5,49,Good,Sacramento Metro. AQMD,
06/08/23,,PDT,0,F,Y,Folsom,CA,OZONE,48,Good,Sacramento Metro. AQMD,
06/09/23,,PDT,1,F,Y,Folsom,CA,OZONE,47,Good,Sacramento Metro. AQMD,
06/10/23,,PDT,2,F,Y,Folsom,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/11/23,,PDT,3,F,Y,Folsom,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/12/23,,PDT,4,F,Y,Folsom,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/13/23,,PDT,5,F,Y,Folsom,CA,OZONE,46,Good,Sacramento Metro. AQMD,
06/07/23,,EDT,-1,Y,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,91,Moderate,Forsyth County Office of Environmental Assistance and Protection,
06/08/23,17:00,EDT,0,O,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,74,Moderate,Forsyth County Office of Environmental Assistance and Protection,
06/08/23,,EDT,0,F,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,102,Unhealthy for Sensitive Groups,Forsyth County Office of Environmental Assistance and Protection,
06/09/23,,EDT,1,F,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,102,Unhealthy for Sensitive Groups,Forsyth County Office of Environmental Assistance and Protection,
06/10/23,,EDT,2,F,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,104,Unhealthy for Sensitive Groups,Forsyth County Office of Environmental Assistance and Protection,
06/11/23,,EDT,3,F,Y,Forsyth County-Winston-Salem-Greensboro-High Point,NC,PM2.5,50,Good,Forsyth County Office of Environmental Assistance and Protection,
06/07/23,,PDT,-1,Y,Y,Fort Bragg,CA,OZONE,31,Good,Mendocino County AQMD,
06/08/23,14:00,PDT,0,O,Y,Fort Bragg,CA,OZONE,22,Good,Mendocino County AQMD,
06/07/23,,MDT,-1,Y,Y,Fort Collins,CO,OZONE,87,Moderate,Colorado Department of Public Health and Environment,
06/08/23,15:00,MDT,0,O,Y,Fort Collins,CO,OZONE,74,Moderate,Colorado Department of Public Health and Environment,
06/08/23,,MDT,0,F,Y,Fort Collins,CO,OZONE,,Moderate,Colorado Department of Public Health and Environment,
06/09/23,,MDT,1,F,Y,Fort Collins,CO,OZONE,,Moderate,Colorado Department of Public Health and Environment,
06/07/23,,EDT,-1,Y,Y,Fort Myers,FL,OZONE,31,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Fort Myers,FL,OZONE,34,Good,Florida Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Fort Myers,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Fort Myers,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Fort Myers,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Fort Myers,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Fort Pierce,FL,PM2.5,39,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Fort Pierce,FL,OZONE,37,Good,Florida Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Fort Pierce,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Fort Pierce,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Fort Pierce,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Fort Pierce,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Fort Wayne,IN,PM2.5,109,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/08/23,17:00,EDT,0,O,Y,Fort Wayne,IN,PM2.5,120,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/08/23,,EDT,0,F,Y,Fort Wayne,IN,PM2.5,,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/09/23,,EDT,1,F,Y,Fort Wayne,IN,PM2.5,,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/08/23,15:00,MDT,0,O,Y,Four Corners Area,CO,OZONE,61,Moderate,Colorado Department of Public Health and Environment,
06/08/23,,MDT,0,F,Y,Four Corners Area,CO,OZONE,,Moderate,Colorado Department of Public Health and Environment,
06/09/23,,MDT,1,F,Y,Four Corners Area,CO,OZONE,,Good,Colorado Department of Public Health and Environment,
06/07/23,,MDT,-1,Y,Y,Franklin County,ID,PM2.5,13,Good,Idaho Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Franklin County,ID,PM2.5,7,Good,Idaho Department of Environmental Quality,
06/08/23,,MDT,0,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/09/23,,MDT,1,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/10/23,,MDT,2,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/11/23,,MDT,3,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/12/23,,MDT,4,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/13/23,,MDT,5,F,Y,Franklin County,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/08/23,,EDT,0,F,Y,Franklin County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Franklin County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Franklin County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Franklin County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Fredericksburg,VA,OZONE,87,Moderate,Virginia Dept. of Environmental Quality,
06/08/23,17:00,EDT,0,O,Y,Fredericksburg,VA,OZONE,90,Moderate,Virginia Dept. of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Fremont,CA,OZONE,32,Good,San Francisco Bay Area AQMD,
06/08/23,14:00,PDT,0,O,Y,Fremont,CA,OZONE,33,Good,San Francisco Bay Area AQMD,
06/08/23,,PDT,0,F,Y,Fremont,CA,PM2.5,38,Good,San Francisco Bay Area AQMD,
06/09/23,,PDT,1,F,Y,Fremont,CA,PM2.5,33,Good,San Francisco Bay Area AQMD,
06/10/23,,PDT,2,F,Y,Fremont,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/11/23,,PDT,3,F,Y,Fremont,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/12/23,,PDT,4,F,Y,Fremont,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/13/23,,PDT,5,F,Y,Fremont,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/07/23,,PDT,-1,Y,Y,Fresno,CA,OZONE,42,Good,San Joaquin Valley Unified APCD,
06/08/23,14:00,PDT,0,O,Y,Fresno,CA,OZONE,42,Good,San Joaquin Valley Unified APCD,
06/08/23,,PDT,1,F,Y,Fresno,CA,OZONE,49,Good,San Joaquin Valley Unified APCD,
06/07/23,,CDT,-1,Y,Y,Gadsden,AL,OZONE,100,Moderate,Alabama Department of Environmental Management,
